UID,Tag
100000,0.7149290058524482
100001,0.035124541534595356
100002,0.04560978018033045
100003,0.027600303099090374
100004,0.026616946641520374
100005,0.12298278641203879
100006,0.03757846409671251
100007,0.6720154816059352
100008,0.0909876201357759
100009,0.041313047844710966
100010,0.028979527797500657
100011,0.04720341639379554
100012,0.02800903562391356
100013,0.04250794659640633
100014,0.050241099907204774
100015,0.07352797989279208
100016,0.08642457044380267
100017,0.02740684100430311
100018,0.0442364562707475
100019,0.02636681882811222
100020,0.03817070978526766
100021,0.026834602743009646
100022,0.9005059991707941
100023,0.027784890279525815
100024,0.026872804168892078
100025,0.027027194184351164
100026,0.9049897778396604
100027,0.544350712974352
100028,0.06930042496614457
100029,0.14743411433046105
100030,0.09672819507041748
100031,0.03824597901268225
100032,0.02889811673113841
100033,0.03160406287586074
100034,0.03525698981514835
100035,0.2525571437092691
100036,0.02690670550710004
100037,0.036089883441687134
100038,0.032447952930878626
100039,0.08991350253442859
100040,0.9158943601503983
100041,0.027340029538652354
100042,0.06950188836450501
100043,0.04924131590463042
100044,0.025512052534559355
100045,0.05398964072584354
100046,0.027492618655830057
100047,0.03956725034115014
100048,0.029587769722526552
100049,0.08273491938258024
100050,0.028383791911773194
100051,0.02654256834236419
100052,0.03196266774873541
100053,0.029863868804009097
100054,0.028412657740483183
100055,0.028767419148013968
100056,0.03243427850569696
100057,0.0337290063130199
100058,0.06407276187051218
100059,0.04995276660356771
100060,0.9273467535413847
100061,0.10453553434453261
100062,0.032406088082235135
100063,0.033074161686521705
100064,0.9170528501241644
100065,0.04258534009636353
100066,0.04546042682578261
100067,0.039172635039960796
100068,0.02914132967277978
100069,0.02581669699520807
100070,0.026779010227881532
100071,0.027037810447159864
100072,0.0376945667107512
100073,0.028030262684854704
100074,0.029931570540478226
100075,0.02632842898863481
100076,0.028085025810803566
100077,0.030702104121467993
100078,0.026968638598563258
100079,0.026357896694492396
100080,0.07226793749298371
100081,0.033005644710690105
100082,0.04402398120330598
100083,0.025894944279574297
100084,0.03302501609733617
100085,0.0274717291126888
100086,0.6448971100550598
100087,0.7151057204055749
100088,0.02563133322765107
100089,0.07850431575943198
100090,0.9327955609532885
100091,0.05610482773593734
100092,0.026085914261780932
100093,0.04853325633000601
100094,0.02844485381467823
100095,0.18511746662547648
100096,0.031183332090568127
100097,0.03367778386533818
100098,0.029644909068829745
100099,0.19786089273857446
100100,0.03069784850113498
100101,0.29591303127952795
100102,0.10189660130972632
100103,0.027374879033890912
100104,0.028432395149503742
100105,0.08843860127985179
100106,0.11353698624991032
100107,0.7738861932461637
100108,0.026839328072706944
100109,0.9074063268658524
100110,0.031235195777148426
100111,0.02628005826979161
100112,0.6921937708477204
100113,0.04445798493050007
100114,0.8945292862247981
100115,0.03811056682502529
100116,0.03716254067632487
100117,0.04292017267219057
100118,0.028452931271211415
100119,0.026128244140168955
100120,0.3434005366031817
100121,0.08878152271094382
100122,0.028076900715589947
100123,0.026352425618075583
100124,0.09600145080626882
100125,0.06413320807600217
100126,0.02911231355279459
100127,0.11048967667863624
100128,0.1080324874684418
100129,0.026421943973486052
100130,0.061442860186268385
100131,0.02675640195035344
100132,0.02937906700654804
100133,0.049423399319925745
100134,0.03656020606561699
100135,0.026030966744262786
100136,0.030222843524575098
100137,0.030337789270239026
100138,0.06289463565632115
100139,0.05936522746558274
100140,0.025558712937366744
100141,0.026319340216098754
100142,0.026269796051914582
100143,0.04245062423811749
100144,0.7033975323597585
100145,0.05309023745871378
100146,0.029003942758840152
100147,0.026083332231823023
100148,0.03624559457329092
100149,0.029874777411642132
100150,0.02785617774854356
100151,0.025793876203479425
100152,0.029097616195072562
100153,0.059355169365629505
100154,0.8070974117906604
100155,0.028502191895407553
100156,0.025484352197231722
100157,0.030296450789333237
100158,0.03646566068163164
100159,0.027426161491448414
100160,0.08195108393589659
100161,0.02885685063953084
100162,0.047790733561238474
100163,0.025787115079871997
100164,0.052929850332548156
100165,0.04510305207727528
100166,0.05914921186092665
100167,0.027164716508976765
100168,0.15384435721877576
100169,0.037443404854769186
100170,0.1497777174303812
100171,0.6305412154424326
100172,0.8945085645646349
100173,0.7376582846027608
100174,0.027932391039071438
100175,0.6883872682405215
100176,0.04421236811674013
100177,0.03966430024689498
100178,0.034687880909672286
100179,0.026831162064328885
100180,0.026052104011643675
100181,0.026784591504554416
100182,0.02593142192244374
100183,0.3764730784336751
100184,0.8655922893276825
100185,0.032253763325135215
100186,0.034706861752225836
100187,0.15890280492588463
100188,0.02969166356184555
100189,0.03287356515593946
100190,0.026002737144336385
100191,0.06041752850066733
100192,0.025885675207181297
100193,0.03705041881903619
100194,0.027882655220090164
100195,0.1605544800040104
100196,0.05305523293421755
100197,0.07521473572653381
100198,0.0447722186710383
100199,0.02916110491790355
100200,0.2913878569003752
100201,0.04236237863973304
100202,0.03035958418695104
100203,0.026416752418671877
100204,0.5361539362021555
100205,0.026356600034253597
100206,0.032704007447676944
100207,0.8281829026816311
100208,0.051401537923693986
100209,0.04564788708441959
100210,0.03491143403427738
100211,0.03857125445052663
100212,0.025750993326711578
100213,0.02575763118176114
100214,0.03458959494265195
100215,0.03205494643173336
100216,0.1665693640885849
100217,0.02644434084955355
100218,0.053832392159104216
100219,0.02864824089624645
100220,0.026021429211019135
100221,0.030458114643115014
100222,0.9174807430000811
100223,0.026694221829173137
100224,0.0656701492010265
100225,0.07707292809013638
100226,0.03132050837101446
100227,0.02883344920102057
100228,0.026716239557522198
100229,0.027143979260710188
100230,0.026268000106445522
100231,0.037964188815583465
100232,0.0314527091902781
100233,0.03658634047340848
100234,0.027907327023623467
100235,0.1108283205762537
100236,0.1522479987904861
100237,0.03902560541831566
100238,0.026504202175157348
100239,0.039600940670356764
100240,0.03467263177189466
100241,0.1371244315473386
100242,0.04543112699780483
100243,0.026203612426954747
100244,0.6767772859957607
100245,0.026544858920518728
100246,0.035278321301054946
100247,0.030523118393037344
100248,0.031998661523996524
100249,0.026689103115860067
100250,0.03339851205664976
100251,0.02813844515627174
100252,0.0386736969410425
100253,0.033146862209248715
100254,0.02702494629310953
100255,0.02705231656813968
100256,0.02644462629715488
100257,0.029463237406083823
100258,0.02712186231926816
100259,0.9050644893578456
100260,0.04812616510606639
100261,0.026976040845682347
100262,0.03779347262299623
100263,0.07209842402837897
100264,0.025927359060770688
100265,0.025767402315541033
100266,0.025992497475061323
100267,0.03111965658559101
100268,0.07823717413644107
100269,0.3495335994248335
100270,0.026280104791274163
100271,0.035307557061309995
100272,0.027519060505877508
100273,0.030315306168353966
100274,0.026155322664931778
100275,0.02598524451661563
100276,0.04573536244982856
100277,0.129568041511909
100278,0.1503992703713166
100279,0.05402013750093397
100280,0.031200512758117763
100281,0.025584966692587977
100282,0.025632568250892718
100283,0.025916314036512685
100284,0.04976365594545744
100285,0.0259778212865205
100286,0.4038869045853036
100287,0.02705099041329072
100288,0.02995223329503414
100289,0.03472894741806235
100290,0.09833148710577717
100291,0.03239060191648755
100292,0.25320519840782657
100293,0.025564806540120097
100294,0.03900008137590532
100295,0.37789870081275845
100296,0.03461864886397948
100297,0.02585982132414019
100298,0.03406837100658635
100299,0.034369443228641404
100300,0.04459060127867474
